area;type;access;http;card;list;labels;place;name;url;cardUrl
"обучение / эксперты";"публичная web-панель";"открывается";"200";"JUN-04 — Регламент работы экспертов и агентов на основе Nebula / PbExpert";"План на Июнь";"Codex";"описание";"";"https://cutthreat.github.io/confideline/web/blue-panel/docs/june-plan.html?v=6a04e55#jun-04";"https://trello.com/c/oZYN15XV/292-jun-04-%D1%80%D0%B5%D0%B3%D0%BB%D0%B0%D0%BC%D0%B5%D0%BD%D1%82-%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%8B-%D1%8D%D0%BA%D1%81%D0%BF%D0%B5%D1%80%D1%82%D0%BE%D0%B2-%D0%B8-%D0%B0%D0%B3%D0%B5%D0%BD%D1%82%D0%BE%D0%B2-%D0%BD%D0%B0-%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%B5-nebula-pbexpert"
"обучение / эксперты";"публичная web-панель";"открывается";"200";"JUN-05 — Модель оплаты ролей и загрузки команды";"План на Июнь";"Codex";"описание";"";"https://cutthreat.github.io/confideline/web/blue-panel/docs/june-plan.html?v=6a04e55#jun-05";"https://trello.com/c/bNsEmcDz/291-jun-05-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C-%D0%BE%D0%BF%D0%BB%D0%B0%D1%82%D1%8B-%D1%80%D0%BE%D0%BB%D0%B5%D0%B9-%D0%B8-%D0%B7%D0%B0%D0%B3%D1%80%D1%83%D0%B7%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D1%8B"
"обучение / эксперты";"публичная web-панель";"открывается";"200";"JUN-06 — Школа экспертов и обучение первых 5 экспертов";"План на Июнь";"Codex";"описание";"";"https://cutthreat.github.io/confideline/web/blue-panel/docs/june-plan.html?v=6a04e55#jun-06";"https://trello.com/c/36nRKvdb/302-jun-06-%D1%88%D0%BA%D0%BE%D0%BB%D0%B0-%D1%8D%D0%BA%D1%81%D0%BF%D0%B5%D1%80%D1%82%D0%BE%D0%B2-%D0%B8-%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BF%D0%B5%D1%80%D0%B2%D1%8B%D1%85-5-%D1%8D%D0%BA%D1%81%D0%BF%D0%B5%D1%80%D1%82%D0%BE%D0%B2"
"обучение / эксперты";"публичная web-панель";"открывается";"200";"JUN-07 — Admin chat и экспертский доступ через роли админки";"План на Июнь";"Codex, ТЗ Игорю";"описание";"";"https://cutthreat.github.io/confideline/web/blue-panel/docs/june-plan.html?v=6a04e55#jun-07";"https://trello.com/c/bRjDaHwL/303-jun-07-admin-chat-%D0%B8-%D1%8D%D0%BA%D1%81%D0%BF%D0%B5%D1%80%D1%82%D1%81%D0%BA%D0%B8%D0%B9-%D0%B4%D0%BE%D1%81%D1%82%D1%83%D0%BF-%D1%87%D0%B5%D1%80%D0%B5%D0%B7-%D1%80%D0%BE%D0%BB%D0%B8-%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%BA%D0%B8"
"дизайн / frontend";"публичная web-панель";"открывается";"200";"JUN-08 — Реестр страниц, экранов и P0 QA/failure states";"План на Июнь";"Codex";"описание";"";"https://cutthreat.github.io/confideline/web/blue-panel/docs/june-plan.html?v=6a04e55#jun-08";"https://trello.com/c/A4zqo2EI/304-jun-08-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86-%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%BE%D0%B2-%D0%B8-p0-qa-failure-states"
"дизайн / frontend";"публичная web-панель";"открывается";"200";"JUN-UX — Работа с Антоном по дизайну Oracle/Nebula";"План на Июнь";"Codex, На согласование";"описание";"";"https://cutthreat.github.io/confideline/web/blue-panel/docs/oracle-nebula-design-backend-content-qa.html?v=6a04e55";"https://trello.com/c/rlMQoaVy/301-jun-ux-%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0-%D1%81-%D0%B0%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%BC-%D0%BF%D0%BE-%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D1%83-oracle-nebula"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"1.0 Составление стратегии продвижении и рекламы";"Стратегия";"Codex, Done. Testing";"вложение";"https://trello.com/c/oc253ky4/172-%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%B8%D1%82%D1%8C-%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D0%BF%D1%82%D1%83%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%BF%D0%BB%D0%B0%D0%BD-%D0%BF%D0%BE-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%B6%D";"https://trello.com/c/oc253ky4/172-%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%B8%D1%82%D1%8C-%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D0%BF%D1%82%D1%83%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%BF%D0%BB%D0%B0%D0%BD-%D0%BF%D0%BE-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D1%8E-%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82%D0%B0-nebula";"https://trello.com/c/W5Ov5djR/171-10-%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%B5%D0%B3%D0%B8%D0%B8-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B8-%D0%B8-%D1%80%D0%B5%D0%BA%D0%BB%D0%B0%D0%BC%D1%8B"
"стратегия / маркетинг";"Trello-связь";"внутренняя Trello-связь";"";"1.0 Составление стратегии продвижении и рекламы";"Стратегия";"Codex, Done. Testing";"вложение";"https://trello.com/c/T5o0gWEu/70-%D0%BD%D0%B5%D0%B1%D1%83%D0%BB%D0%B0-%D0%BF%D0%BE%D0%B4%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D1%8D%D1%82%D0%B0%D0%BF";"https://trello.com/c/T5o0gWEu/70-%D0%BD%D0%B5%D0%B1%D1%83%D0%BB%D0%B0-%D0%BF%D0%BE%D0%B4%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D1%8D%D1%82%D0%B0%D0%BF";"https://trello.com/c/W5Ov5djR/171-10-%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%B5%D0%B3%D0%B8%D0%B8-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B8-%D0%B8-%D1%80%D0%B5%D0%BA%D0%BB%D0%B0%D0%BC%D1%8B"
"обучение / эксперты";"таблица Google";"открывается";"200";"1.1 Анализ рынка и целевой аудитории";"Стратегия";"";"описание";"";"https://docs.google.com/spreadsheets/d/13paNBjr5ZShsu-HkhI-46YiU9E54FEbS4FFd7YhbdbU/edit?usp=sharing";"https://trello.com/c/6VTMTt7b/208-11-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7-%D1%80%D1%8B%D0%BD%D0%BA%D0%B0-%D0%B8-%D1%86%D0%B5%D0%BB%D0%B5%D0%B2%D0%BE%D0%B9-%D0%B0%D1%83%D0%B4%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%B8"
"обучение / эксперты";"таблица Google";"открывается";"200";"1.2. Анализ конкурентов";"Стратегия";"";"описание";"";"https://docs.google.com/spreadsheets/d/1Kjw7vR85aia-bKbN6ThjWlPDg9uNZUcfqXZtp1OsUDE/edit?usp=sharing";"https://trello.com/c/zQW2Htac/213-12-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7-%D0%BA%D0%BE%D0%BD%D0%BA%D1%83%D1%80%D0%B5%D0%BD%D1%82%D0%BE%D0%B2"
"обучение / эксперты";"документ Google";"открывается";"200";"1.6. Юридические вопросы";"Стратегия";"";"описание";"";"https://docs.google.com/document/d/1toWq6tVqTXmH3CBiqaDgLaMKC7HpUPkncA3iJrD0jpE/edit?usp=sharing";"https://trello.com/c/9mcDFqLL/216-16-%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5-%D0%B2%D0%BE%D0%BF%D1%80%D0%BE%D1%81%D1%8B"
"общий источник";"документ Google";"открывается";"200";"Составить 10 ТЗ для прогера";"На проверке";"";"описание";"";"https://docs.google.com/document/d/1o5AJftkDxOG5cmmDeqmsAIOGOaJ6Fku1SSkt1Angzqo/edit?usp=sharing";"https://trello.com/c/N8GBzNgc/55-%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%B8%D1%82%D1%8C-10-%D1%82%D0%B7-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%BE%D0%B3%D0%B5%D1%80%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Поиск программиста на YII2 (10$/h)";"На проверке";"";"вложение";"Borys Lavrentiv-Furdas.pdf";"https://trello.com/1/cards/6880fdd23089cc90a3fc95b3/attachments/68c882e0d94dd09d8a748645/download/Borys_Lavrentiv-Furdas.pdf";"https://trello.com/c/v5cjZiFY/143-%D0%BF%D0%BE%D0%B8%D1%81%D0%BA-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82%D0%B0-%D0%BD%D0%B0-yii2-10-h"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Поиск программиста на YII2 (10$/h)";"На проверке";"";"вложение";"Oleksandr Danch.docx";"https://trello.com/1/cards/6880fdd23089cc90a3fc95b3/attachments/68c883c0a166a8f15279df50/download/Oleksandr_Danch.docx";"https://trello.com/c/v5cjZiFY/143-%D0%BF%D0%BE%D0%B8%D1%81%D0%BA-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82%D0%B0-%D0%BD%D0%B0-yii2-10-h"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Поиск программиста на YII2 (10$/h)";"На проверке";"";"вложение";"Петро Ванкевич.pdf";"https://trello.com/1/cards/6880fdd23089cc90a3fc95b3/attachments/68c8846e4050a413703ae7aa/download/%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%92%D0%B0%D0%BD%D0%BA%D0%B5%D0%B2%D0%B8%D1%87.pdf";"https://trello.com/c/v5cjZiFY/143-%D0%BF%D0%BE%D0%B8%D1%81%D0%BA-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82%D0%B0-%D0%BD%D0%B0-yii2-10-h"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Поиск программиста на YII2 (10$/h)";"На проверке";"";"вложение";"Манько Алексей.pdf";"https://trello.com/1/cards/6880fdd23089cc90a3fc95b3/attachments/68c884caac10bc99132aa710/download/%D0%9C%D0%B0%D0%BD%D1%8C%D0%BA%D0%BE_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9.pdf";"https://trello.com/c/v5cjZiFY/143-%D0%BF%D0%BE%D0%B8%D1%81%D0%BA-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82%D0%B0-%D0%BD%D0%B0-yii2-10-h"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"ВЫПОЛНЕНА _ ТЗ заполненность профиля 30%";"На проверке";"";"вложение";"image.png";"https://trello.com/1/cards/6948388fa6bf36c378848685/attachments/69483a0784b7c31712f26f3a/download/image.png";"https://trello.com/c/RYh3TU7Y/223-%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B0-%D1%82%D0%B7-%D0%B7%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D1%8C-%D0%BF%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D1%8F-30"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"ВЫПОЛНЕНА _ ТЗ заполненность профиля 30%";"На проверке";"";"вложение";"image.png";"https://trello.com/1/cards/6948388fa6bf36c378848685/attachments/694abd994f0d7d7225ff79ec/download/image.png";"https://trello.com/c/RYh3TU7Y/223-%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B0-%D1%82%D0%B7-%D0%B7%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D1%8C-%D0%BF%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D1%8F-30"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"ВЫПОЛНЕНА _ ТЗ заполненность профиля 30%";"На проверке";"";"вложение";"image.png";"https://trello.com/1/cards/6948388fa6bf36c378848685/attachments/69832c59887a0a980a96a497/download/image.png";"https://trello.com/c/RYh3TU7Y/223-%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B0-%D1%82%D0%B7-%D0%B7%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D1%8C-%D0%BF%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D1%8F-30"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"ВЫПОЛНЕНА _ ТЗ заполненность профиля 30%";"На проверке";"";"вложение";"image.png";"https://trello.com/1/cards/6948388fa6bf36c378848685/attachments/69832c74a7c9c424f015945a/download/image.png";"https://trello.com/c/RYh3TU7Y/223-%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B0-%D1%82%D0%B7-%D0%B7%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D1%8C-%D0%BF%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D1%8F-30"
"общий источник";"таблица Google";"открывается";"200";"Список премиум-городов и ТЗ";"На проверке";"";"описание";"";"https://docs.google.com/spreadsheets/d/1sUv7nyubCHIDF5p2bCqIsGFZcYqwTjtD2ZLVFeZjbJo/edit?gid=0#gid=0";"https://trello.com/c/OoR5CmRO/224-%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA-%D0%BF%D1%80%D0%B5%D0%BC%D0%B8%D1%83%D0%BC-%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BE%D0%B2-%D0%B8-%D1%82%D0%B7"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d11d3f861b3b002ef609/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d12cf9ad922507b3c32c/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d13bdbbccfb1c2e08567/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d15933a82ab5c52053fd/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d16a5bd746d01992d80f/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d1c53c7857062b40ef76/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d1edd2ff9278bdae70dd/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d220d342fa642cd0d081/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d27977f5c00df34a7335/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/6979d2b21f12ac9e1a01068d/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/69ad44ecb4f4d03596771937/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Переделать диалоговые окна";"Фоновые задачи";"В работе";"вложение";"image.png";"https://trello.com/1/cards/694acc0b1408568a1b3db61b/attachments/69ad53ab6581f17078c26ffe/download/image.png";"https://trello.com/c/PiXjxgGt/225-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D0%BA%D0%BD%D0%B0"
"чат / коммуникации";"Trello-связь";"внутренняя Trello-связь";"";"Список мелких правок на сайте для Игоря";"Фоновые задачи";"В работе";"описание";"";"https://trello.com/b/CJdouqNE/confideline-dev";"https://trello.com/c/8UrRCiud/243-%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA-%D0%BC%D0%B5%D0%BB%D0%BA%D0%B8%D1%85-%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D0%BA-%D0%BD%D0%B0-%D1%81%D0%B0%D0%B9%D1%82%D0%B5-%D0%B4%D0%BB%D1%8F-%D0%B8%D0%B3%D0%BE%D1%80%D1%8F"
"чат / коммуникации";"Trello-связь";"внутренняя Trello-связь";"";"Список мелких правок на сайте для Игоря";"Фоновые задачи";"В работе";"описание";"";"https://trello.com/1/cards/6983264a38f9206df3ef4168/attachments/69901d590e12091e7181ebdd/download/image.png";"https://trello.com/c/8UrRCiud/243-%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA-%D0%BC%D0%B5%D0%BB%D0%BA%D0%B8%D1%85-%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D0%BA-%D0%BD%D0%B0-%D1%81%D0%B0%D0%B9%D1%82%D0%B5-%D0%B4%D0%BB%D1%8F-%D0%B8%D0%B3%D0%BE%D1%80%D1%8F"
"общий источник";"таблица Google";"открывается";"200";"Реестр задач для программиста";"Фоновые задачи";"";"описание";"";"https://docs.google.com/spreadsheets/d/1xbSjJPnBAF7bxtxmYxXs4fmJ0-78Mo0LfzAG2LNFGiE/edit?gid=0#gid=0";"https://trello.com/c/NCQsbhGS/103-%D1%80%D0%B5%D0%B5%D1%81%D1%82%D1%80-%D0%B7%D0%B0%D0%B4%D0%B0%D1%87-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Отрисовка страницу ""Города""";"Фоновые задачи";"";"вложение";"https://trello.com/c/zFhiX6PL/173-%D1%82%D0%B7-%D0%BF%D0%BE-%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0%D0%BC-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B0%D0%BC";"https://trello.com/c/zFhiX6PL/173-%D1%82%D0%B7-%D0%BF%D0%BE-%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0%D0%BC-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B0%D0%BC";"https://trello.com/c/CxEVl1q3/166-%D0%BE%D1%82%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BA%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D1%83-%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Отрисовка страницу ""Города""";"Фоновые задачи";"";"вложение";"Города.docx";"https://trello.com/1/cards/68d15d38e85d1dacaec91e30/attachments/68f63cb80ea4767afe9ced18/download/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B0.docx";"https://trello.com/c/CxEVl1q3/166-%D0%BE%D1%82%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BA%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D1%83-%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Отрисовка страницу ""Города""";"Фоновые задачи";"";"вложение";"Страница города.png";"https://trello.com/1/cards/68d15d38e85d1dacaec91e30/attachments/68f6834606dd97626d3a3e35/download/%D0%A1%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0.png";"https://trello.com/c/CxEVl1q3/166-%D0%BE%D1%82%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BA%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D1%83-%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0"
"общий источник";"Trello-связь";"внутренняя Trello-связь";"";"Распределить функции в админ-панели по соответствующим блокам";"Фоновые задачи";"";"вложение";"image.png";"https://trello.com/1/cards/69085b3351530aff8657a353/attachments/69273b41fae2ae99d43025f1/download/image.png";"https://trello.com/c/6DbNCbTi/186-%D1%80%D0%B0%D1%81%D0%BF%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B8%D1%82%D1%8C-%D1%84%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D0%B8-%D0%B2-%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD-%D0%BF%D0%B0%D0%BD%D0%B5%D0%BB%D0%B8-%D0%BF%D0%BE-%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%89%D0%B8%D0%BC-%D0%B1%D0%BB%D0%BE%D0%BA%D0%B0%D0%BC"
